arm,reference,segment,metric,method,matches,clusters,mean_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:QUALIFYING,over_2_5_brier,conservative_envelope,1652,,-0.0001579444529912472,-0.0015328210054875496,0.0010836343964189276,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,exact_score_nll,tie_or_match,2074,1746,-0.005147044191466545,-0.0085105754634805,-0.0019962178833734757,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,exact_score_nll,team_season,2074,437,-0.005147044191466545,-0.007361411103306729,-0.0029218643480709407,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,exact_score_nll,calendar_month,2074,43,-0.005147044191466545,-0.008723363822136461,-0.0013750269298608176,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,exact_score_nll,conservative_envelope,2074,,-0.005147044191466545,-0.008723363822136461,-0.0013750269298608176,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,over_2_5_brier,tie_or_match,2074,1746,-0.0011050767607648257,-0.0020740004378194195,-8.881028293098494e-05,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,over_2_5_brier,team_season,2074,437,-0.0011050767607648257,-0.001744132765855726,-0.00045219192439378944,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,over_2_5_brier,calendar_month,2074,43,-0.0011050767607648257,-0.002061387903827604,-0.00013814202936712275,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,over_2_5_brier,conservative_envelope,2074,,-0.0011050767607648257,-0.0020740004378194195,-8.881028293098494e-05,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,exact_score_nll,tie_or_match,1454,751,0.0008512989525723433,-0.003554510169835429,0.00512633943544238,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,exact_score_nll,team_season,1454,741,0.0008512989525723433,-0.00210439792670941,0.0037893630017252307,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,exact_score_nll,calendar_month,1454,16,0.0008512989525723433,-0.004353998158844105,0.005089075328171373,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,exact_score_nll,conservative_envelope,1454,,0.0008512989525723433,-0.004353998158844105,0.00512633943544238,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,over_2_5_brier,tie_or_match,1454,751,-0.00030978907973647397,-0.0016632220830852383,0.001037819933440195,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,over_2_5_brier,team_season,1454,741,-0.00030978907973647397,-0.0012879831711426675,0.0006615232896010038,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,over_2_5_brier,calendar_month,1454,16,-0.00030978907973647397,-0.0019011262853071158,0.0009868975707785308,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,over_2_5_brier,conservative_envelope,1454,,-0.00030978907973647397,-0.0019011262853071158,0.001037819933440195,False,False
